yellow_ratio,brown_ratio,green_ratio,black_ratio,texture_roughness,mean_brightness,std_brightness,edge_density,hue_mean,saturation_mean,image_id,days_to_death
0.024113581730769232,0.002831453402366864,0.3649223372781065,0.012238812869822485,0.0013405182981552864,156.27043847078403,48.97724286167227,0.00848280325443787,83.08070220044378,68.57896865754438,musa-acuminata-freshunripe-19a372aa-2653-11ec-a55a-d8c4975e38aa_jpg.rf.2b2e52685e4ed4674a8de79ec846ed5f.jpg,12
0.019860623150887574,0.0009361131656804734,0.16315527921597633,0.0,0.0008064256592160167,212.0268872503698,28.13528821253603,0.009413137943786983,91.05707401072485,27.731768907174555,musa-acuminata-freshunripe-1ce55f89-2653-11ec-acce-d8c4975e38aa_jpg.rf.13de28d47e51ed4abd87f6cb911379b6.jpg,12
0.01890717455621302,0.0016006379437869822,0.27578356139053256,0.005258413461538462,0.16028528808431,177.50415472448225,48.3051296012442,0.26982017381656803,90.01975661057692,52.0012712647929,musa-acuminata-freshunripe-1d984b0e-2653-11ec-aacd-d8c4975e38aa_jpg.rf.306d9ea7e3e1b3da2faabdf342c0d6f9.jpg,12
0.013949241863905325,0.0012308154585798817,0.23919424926035504,0.12983080621301776,0.020161332668174086,155.03616170488166,74.01324080691471,0.013400286612426036,80.50828633505917,47.32555357803255,musa-acuminata-freshunripe-1e400bf6-2653-11ec-b2ac-d8c4975e38aa_jpg.rf.9abfe55a03a48aa98a462490714616e5.jpg,12
0.012568186020710059,0.0011730306952662721,0.25266965606508873,0.0009014423076923077,0.003379543027620363,185.21717825443787,44.18739600838965,0.009262897559171597,91.92974528476331,44.2135724852071,musa-acuminata-freshunripe-1e57db85-2653-11ec-802f-d8c4975e38aa_jpg.rf.133256b07ad985a5d5bce153aed4caf6.jpg,12
0.017861270340236688,0.0032070543639053256,0.3152563332100592,0.03701114090236687,0.013380873323905149,153.69812661797337,52.939575289621175,0.01434795673076923,87.43774269600591,67.28075882951184,musa-acuminata-freshunripe-1fca4f4c-2653-11ec-8999-d8c4975e38aa_jpg.rf.8156e9e82358523d973e817ee8102d78.jpg,12
0.017306536612426034,0.002311390532544379,0.31414686575443784,0.010383921967455622,0.0022347821981807303,158.66091323039942,46.80917882746725,0.008927745931952663,88.5274362056213,63.86168639053255,musa-acuminata-freshunripe-1fde7f1a-2653-11ec-864b-d8c4975e38aa_jpg.rf.e8580c6b3ed53dc203fde7b959b0324e.jpg,12
0.021455482618343194,0.0024616309171597633,0.3076634153106509,0.007136418269230769,0.0023491261788599256,165.518537352071,44.21659880476336,0.009054872411242603,88.81333210059172,57.737073548446745,musa-acuminata-freshunripe-203a7440-2653-11ec-9fb0-d8c4975e38aa_jpg.rf.c950d0bbe5ea0f0445d91a3bbf442afa.jpg,12
0.02221824149408284,0.003547984467455621,0.3072935928254438,0.0070266272189349116,0.0024443757368325307,166.47043731508876,43.437877187851406,0.0091588849852071,88.7356462647929,57.44040079511834,musa-acuminata-freshunripe-209055dd-2653-11ec-a69d-d8c4975e38aa-Copy_jpg.rf.043a595c5570d5191053ceda6d58c903.jpg,12
0.02270363350591716,0.003779123520710059,0.2978515625,0.008569480399408283,0.0027769461443350684,162.8911219489645,44.447374783414496,0.009251340606508876,89.15930681397928,60.08506495007396,musa-acuminata-freshunripe-2289e0e1-2653-11ec-88cc-d8c4975e38aa_jpg.rf.8160ec0c930d2bfb35913fc38a4a8606.jpg,12
